,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
0,1,JEMBRANA,-7,70,7,579,1,14,1,663,2020-12-05,0,26,0,11,1,626,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.24,0.01,0.00036842861511367865,,,,3.6842861511367864e-06,2.11,,5
1,2,TABANAN,-10,434,35,1016,0,47,25,1497,2020-12-05,0,21,2,10,23,1466,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.34,0.01,0.005737195154135486,,,,2.2948780616541942e-06,3.14,,9
2,3,BADUNG,-9,159,27,2299,0,51,18,2509,2020-12-05,0,27,0,4,18,2478,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.41,0.01,0.0029261250950990657,,,,1.6256250528328144e-06,2.03,,1
3,4,DENPASAR,1,166,26,3705,0,90,27,3961,2020-12-05,0,48,-1,22,28,3891,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.45,0.01,0.003071329931361464,,,,1.1375296042079497e-06,2.27,,8
4,5,GIANYAR,-16,234,31,1681,0,75,15,1990,2020-12-05,0,29,-1,10,16,1951,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.4,0.02,0.003031962953455326,,,,4.042617271273768e-06,3.77,,4
5,6,BANGLI,-1,8,1,842,0,35,0,885,2020-12-05,0,58,0,3,0,824,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.0,,,,8.989814540126039e-06,3.95,,2
6,7,KLUNGKUNG,0,9,0,918,0,20,0,947,2020-12-05,0,19,0,0,0,928,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.54,0.01,0.0,12.285714285714286,0.006997496360895062,0.14285714285714285,5.695636572821561e-06,2.11,,7
7,8,KARANGASEM,-3,14,3,964,0,51,0,1029,2020-12-05,0,23,0,0,0,1006,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0,12.142857142857142,0.0029726422488003637,0.0,2.448058322541476e-06,4.96,-1.0,6
8,9,BULELENG,1,59,4,1101,0,59,5,1219,2020-12-05,0,41,0,6,5,1172,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.19,0.01,0.0007741220295002423,9.285714285714286,0.0014376551976433072,0.0,1.5482440590004848e-06,4.84,-0.8,3
9,10,KABUPATEN LAINNYA,-1,4,1,44,0,1,0,49,2020-12-05,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.714285714285714,,0.0,,2.04,-1.0,0
10,1,JEMBRANA,-9,61,9,588,0,14,0,663,2020-12-06,0,26,0,11,0,626,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.24,0.01,0.0,2.857142857142857,0.001052653186039082,0.0,3.6842861511367864e-06,2.11,-1.0,5
11,2,TABANAN,26,460,20,1036,0,47,46,1543,2020-12-06,0,21,1,11,45,1511,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.35,0.01,0.010556439083609294,7.285714285714286,0.001671982587776627,0.0,2.2948780616541942e-06,3.05,2.066666666666667,9
12,3,BADUNG,9,168,15,2314,0,51,24,2533,2020-12-06,0,27,0,4,24,2502,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.41,0.01,0.0039015001267987542,10.714285714285714,0.001741741128035158,0.0,1.6256250528328144e-06,2.01,inf,1
13,4,DENPASAR,1,167,17,3722,0,90,18,3979,2020-12-06,0,48,0,22,18,3909,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.45,0.01,0.0020475532875743096,13.285714285714286,0.0015112893313048474,0.0,1.1375296042079497e-06,2.26,inf,8
14,5,GIANYAR,-4,230,12,1693,0,75,8,1998,2020-12-06,0,29,0,10,8,1959,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.4,0.02,0.0016170469085095074,14.428571428571429,0.0029164596028475043,0.0,4.042617271273768e-06,3.75,inf,4
15,6,BANGLI,0,8,0,842,0,35,0,885,2020-12-06,0,58,0,3,0,824,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.0,13.714285714285714,0.006164444256086425,0.0,8.989814540126039e-06,3.95,-1.0,2
16,7,KLUNGKUNG,-1,8,0,918,2,22,1,948,2020-12-06,0,19,0,0,1,929,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.54,0.01,0.0005695636572821561,13.857142857142858,0.007892524965195593,0.2857142857142857,5.695636572821561e-06,2.32,inf,7
17,8,KARANGASEM,0,14,0,964,0,51,0,1029,2020-12-06,0,23,0,0,0,1006,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0,13.857142857142858,0.003392309389807474,0.2857142857142857,2.448058322541476e-06,4.96,,6
18,9,BULELENG,12,71,1,1102,0,59,13,1232,2020-12-06,0,41,0,6,13,1185,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.19,0.01,0.0020127172767006297,9.142857142857142,0.0014155374253718715,0.2857142857142857,1.5482440590004848e-06,4.79,-0.7173913043478262,3
19,10,KABUPATEN LAINNYA,0,4,0,44,0,1,0,49,2020-12-06,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,5.714285714285714,,0.2857142857142857,,2.04,-1.0,0
20,1,JEMBRANA,-9,52,18,606,0,14,9,672,2020-12-07,0,26,0,11,9,635,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.25,0.01,0.003315857536023108,4.428571428571429,0.0016316124383605772,0.2857142857142857,3.6842861511367864e-06,2.08,-0.5,5
21,2,TABANAN,-211,249,219,1255,0,47,8,1551,2020-12-07,0,21,0,11,8,1519,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.36,0.01,0.0018359024493233554,4.428571428571429,0.0010163031415897146,0.2857142857142857,2.2948780616541942e-06,3.03,0.0,9
22,3,BADUNG,2,170,13,2327,0,51,15,2548,2020-12-07,0,27,0,4,15,2517,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.41,0.01,0.0024384375792492214,6.571428571428571,0.0010682678918615637,0.2857142857142857,1.6256250528328144e-06,2.0,inf,1
23,4,DENPASAR,16,183,27,3749,1,91,44,4023,2020-12-07,0,48,1,23,43,3952,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.46,0.01,0.0050051302585149785,12.714285714285714,0.0014462876396358216,0.14285714285714285,1.1375296042079497e-06,2.26,43.0,8
24,5,GIANYAR,5,235,17,1710,1,76,23,2021,2020-12-07,0,29,1,11,22,1981,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.41,0.02,0.004649009861964834,16.0,0.003234093817019015,0.2857142857142857,4.042617271273768e-06,3.76,inf,4
25,6,BANGLI,-1,7,2,844,0,35,1,886,2020-12-07,0,58,0,3,1,825,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.00044949072700630193,14.285714285714286,0.006421296100090028,0.2857142857142857,8.989814540126039e-06,3.95,-0.9230769230769231,2
26,7,KLUNGKUNG,-3,5,4,922,0,22,1,949,2020-12-07,0,19,0,0,1,930,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.54,0.01,0.0005695636572821561,14.428571428571429,0.008217989912213968,0.2857142857142857,5.695636572821561e-06,2.32,inf,7
27,8,KARANGASEM,-1,13,2,966,0,51,1,1030,2020-12-07,0,23,0,0,1,1007,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0002448058322541476,13.285714285714286,0.0032524203428051044,0.2857142857142857,2.448058322541476e-06,4.95,-0.8888888888888888,6
28,9,BULELENG,-11,60,11,1113,0,59,0,1232,2020-12-07,0,41,0,6,0,1185,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.19,0.01,0.0,12.142857142857142,0.001880010643072017,0.2857142857142857,1.5482440590004848e-06,4.79,-1.0,3
29,10,KABUPATEN LAINNYA,0,4,0,44,0,1,0,49,2020-12-07,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,10.0,,0.2857142857142857,,2.04,-1.0,0
30,1,JEMBRANA,-9,43,11,617,0,14,2,674,2020-12-08,0,26,0,11,2,637,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.25,0.01,0.0007368572302273573,4.0,0.0014737144604547146,0.14285714285714285,3.6842861511367864e-06,2.08,-0.9545454545454546,5
31,2,TABANAN,-58,191,65,1320,0,47,7,1558,2020-12-08,0,21,0,11,7,1526,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.36,0.01,0.0016064146431579358,1.7142857142857142,0.00039340766771214753,0.0,2.2948780616541942e-06,3.02,-0.6956521739130435,9
32,3,BADUNG,-10,160,20,2347,0,51,10,2558,2020-12-08,0,27,0,4,10,2527,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.42,0.01,0.0016256250528328142,3.0,0.0004876875158498443,0.0,1.6256250528328144e-06,1.99,9.0,1
33,4,DENPASAR,22,205,20,3769,0,91,42,4065,2020-12-08,0,48,2,25,40,3992,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.46,0.01,0.004777624337673389,8.857142857142858,0.0010075262208698985,0.0,1.1375296042079497e-06,2.24,41.0,8
34,5,GIANYAR,1,236,16,1726,0,76,17,2038,2020-12-08,0,29,0,11,17,1998,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.41,0.02,0.003436224680582703,11.142857142857142,0.002252315336852528,0.0,4.042617271273768e-06,3.73,16.0,4
35,6,BANGLI,0,7,0,844,0,35,0,886,2020-12-08,0,58,0,3,0,825,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.0,11.142857142857142,0.0050086109580702205,0.0,8.989814540126039e-06,3.95,,2
36,7,KLUNGKUNG,1,6,0,922,0,22,1,950,2020-12-08,0,19,1,1,0,930,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.54,0.01,0.0005695636572821561,11.285714285714286,0.006427932703612906,0.0,5.695636572821561e-06,2.32,inf,7
37,8,KARANGASEM,2,15,1,967,0,51,3,1033,2020-12-08,0,23,0,0,3,1010,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0007344174967624429,11.428571428571429,0.0027977809400474016,0.0,2.448058322541476e-06,4.94,0.5,6
38,9,BULELENG,-2,58,6,1119,0,59,4,1236,2020-12-08,0,41,0,6,4,1189,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.19,0.01,0.0006192976236001938,11.0,0.001703068464900533,0.0,1.5482440590004848e-06,4.77,-0.4285714285714286,3
39,10,KABUPATEN LAINNYA,-1,3,1,45,0,1,0,49,2020-12-08,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,9.571428571428571,,0.0,,2.04,-1.0,0
40,1,JEMBRANA,14,57,4,621,0,14,18,692,2020-12-09,0,26,2,13,16,653,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.25,0.01,0.006631715072046216,6.142857142857143,0.002263204349984026,0.0,3.6842861511367864e-06,2.02,-0.5714285714285714,5
41,2,TABANAN,2,193,26,1346,3,50,31,1589,2020-12-09,0,21,-2,9,33,1559,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.36,0.01,0.007114121991128002,8.142857142857142,0.001868686421632701,0.42857142857142855,2.2948780616541942e-06,3.15,0.8235294117647058,9
42,3,BADUNG,9,169,16,2363,0,51,25,2583,2020-12-09,0,27,0,4,25,2552,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.42,0.01,0.004064062632082035,11.714285714285714,0.0019043036333184393,0.42857142857142855,1.6256250528328144e-06,1.97,inf,1
43,4,DENPASAR,15,220,20,3789,0,91,35,4100,2020-12-09,0,48,-2,23,37,4029,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.47,0.01,0.003981353614727823,16.571428571428573,0.0018850490584017454,0.42857142857142855,1.1375296042079497e-06,2.22,34.0,8
44,5,GIANYAR,-7,229,20,1746,0,76,13,2051,2020-12-09,0,29,-1,10,14,2012,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.41,0.02,0.0026277012263279495,18.0,0.0036383555441463914,0.42857142857142855,4.042617271273768e-06,3.71,3.333333333333333,4
45,6,BANGLI,0,7,3,847,0,35,3,889,2020-12-09,0,58,0,3,3,828,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.0013484721810189057,17.857142857142858,0.008026620125112535,0.42857142857142855,8.989814540126039e-06,3.94,-0.25,2
46,7,KLUNGKUNG,3,9,0,922,0,22,3,953,2020-12-09,0,19,1,2,2,932,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.54,0.01,0.0017086909718464684,18.285714285714285,0.010414878304587998,0.42857142857142855,5.695636572821561e-06,2.31,inf,7
47,8,KARANGASEM,0,15,0,967,0,51,0,1033,2020-12-09,0,23,0,0,0,1010,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0,15.714285714285714,0.003846948792565177,0.42857142857142855,2.448058322541476e-06,4.94,-1.0,6
48,9,BULELENG,-1,57,8,1127,2,61,9,1245,2020-12-09,0,41,0,6,9,1198,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.19,0.01,0.0013934196531004363,12.571428571428571,0.0019463639598863236,0.2857142857142857,1.5482440590004848e-06,4.9,-0.7096774193548387,3
49,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-09,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,9.0,,0.2857142857142857,,2.04,-1.0,0
50,1,JEMBRANA,-3,54,5,626,0,14,2,694,2020-12-10,0,26,0,13,2,655,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.26,0.01,0.0007368572302273573,4.285714285714286,0.0015789797790586226,0.2857142857142857,3.6842861511367864e-06,2.02,-0.9428571428571428,5
51,2,TABANAN,-18,175,35,1381,2,52,19,1608,2020-12-10,0,21,0,9,19,1578,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.37,0.01,0.004360268317142969,5.142857142857143,0.0011802230031364427,0.5714285714285714,2.2948780616541942e-06,3.23,0.46153846153846145,9
52,3,BADUNG,12,181,14,2377,0,51,26,2609,2020-12-10,0,27,0,4,26,2578,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.42,0.01,0.004226625137365317,8.428571428571429,0.0013701696873876577,0.5714285714285714,1.6256250528328144e-06,1.95,7.666666666666666,1
53,4,DENPASAR,7,227,21,3810,1,92,29,4129,2020-12-10,0,48,2,25,27,4056,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.47,0.01,0.003298835852203054,12.142857142857142,0.0013812859479667959,0.7142857142857143,1.1375296042079497e-06,2.23,8.666666666666666,8
54,5,GIANYAR,2,231,20,1766,0,76,22,2073,2020-12-10,0,29,0,10,22,2034,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.42,0.02,0.004446878998401145,15.285714285714286,0.0030897146287592377,0.7142857142857143,4.042617271273768e-06,3.67,inf,4
55,6,BANGLI,1,8,0,847,0,35,1,890,2020-12-10,0,58,0,3,1,829,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.00044949072700630193,14.142857142857142,0.006357083139089126,0.42857142857142855,8.989814540126039e-06,3.93,-0.8888888888888888,2
56,7,KLUNGKUNG,4,13,0,922,0,22,4,957,2020-12-10,0,19,0,2,4,936,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0022782546291286246,14.714285714285714,0.008380722385723153,0.42857142857142855,5.695636572821561e-06,2.3,inf,7
57,8,KARANGASEM,5,20,0,967,0,51,5,1038,2020-12-10,0,23,0,0,5,1015,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.001224029161270738,15.142857142857142,0.0037070597455628068,0.42857142857142855,2.448058322541476e-06,4.91,1.5,6
58,9,BULELENG,-1,56,4,1131,1,62,4,1249,2020-12-10,0,41,0,6,4,1202,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.19,0.01,0.0006192976236001938,13.0,0.0020127172767006297,0.2857142857142857,1.5482440590004848e-06,4.96,-0.7894736842105263,3
59,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-10,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,9.285714285714286,,0.2857142857142857,,2.04,-1.0,0
60,1,JEMBRANA,-5,49,7,633,1,15,3,697,2020-12-11,0,26,-1,12,4,659,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.26,0.01,0.001105285845341036,5.571428571428571,0.0020526737127762097,0.2857142857142857,3.6842861511367864e-06,2.15,-0.896551724137931,5
61,2,TABANAN,-12,163,33,1414,0,52,21,1629,2020-12-11,0,21,-1,8,22,1600,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.37,0.01,0.004819243929473808,5.428571428571429,0.001245790947755134,0.2857142857142857,2.2948780616541942e-06,3.19,-0.045454545454545414,9
62,3,BADUNG,16,197,13,2390,0,51,29,2638,2020-12-11,0,27,1,5,28,2606,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.43,0.01,0.004714312653215161,9.428571428571429,0.0015327321926709393,0.2857142857142857,1.6256250528328144e-06,1.93,28.0,1
63,4,DENPASAR,-2,225,31,3841,3,95,32,4161,2020-12-11,0,48,-2,23,34,4090,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.47,0.01,0.0036400947334654385,13.428571428571429,0.0015275397542221037,0.7142857142857143,1.1375296042079497e-06,2.28,7.0,8
64,5,GIANYAR,-5,226,15,1781,0,76,10,2083,2020-12-11,0,29,1,11,9,2043,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.42,0.02,0.002021308635636884,14.142857142857142,0.0028587079275435934,0.7142857142857143,4.042617271273768e-06,3.65,1.0,4
65,6,BANGLI,0,8,1,848,0,35,1,891,2020-12-11,0,58,0,3,1,830,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.00044949072700630193,13.714285714285714,0.006164444256086425,0.5714285714285714,8.989814540126039e-06,3.93,-0.75,2
66,7,KLUNGKUNG,-2,11,2,924,0,22,0,957,2020-12-11,0,19,-1,1,1,937,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0,13.714285714285714,0.007811158728440998,0.5714285714285714,5.695636572821561e-06,2.3,,7
67,8,KARANGASEM,-6,14,8,975,0,51,2,1040,2020-12-11,0,23,0,0,2,1017,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0004896116645082952,13.571428571428571,0.0033223648663062893,0.42857142857142855,2.448058322541476e-06,4.9,-0.33333333333333337,6
68,9,BULELENG,6,62,6,1137,0,62,12,1261,2020-12-11,0,41,1,7,11,1213,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0018578928708005817,12.285714285714286,0.0019021284153434527,0.42857142857142855,1.5482440590004848e-06,4.92,-0.4285714285714286,3
69,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-11,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,8.142857142857142,,0.42857142857142855,,2.04,-1.0,0
70,1,JEMBRANA,-6,43,13,646,0,15,7,704,2020-12-12,0,26,0,12,7,666,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.26,0.01,0.002579000305795751,4.571428571428571,0.001684245097662531,0.0,3.6842861511367864e-06,2.13,-0.78125,5
71,2,TABANAN,-7,156,11,1425,1,53,5,1634,2020-12-12,0,21,0,8,5,1605,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.37,0.01,0.001147439030827097,3.857142857142857,0.000885167252352332,0.14285714285714285,2.2948780616541942e-06,3.24,-0.5,9
72,3,BADUNG,28,225,7,2397,1,52,10,2648,2020-12-12,0,27,0,5,10,2616,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.43,0.01,0.0016256250528328142,5.142857142857143,0.0008360357414568759,0.2857142857142857,1.6256250528328144e-06,1.96,9.0,1
73,4,DENPASAR,0,225,20,3861,0,95,20,4181,2020-12-12,0,48,1,24,19,4109,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.48,0.01,0.0022750592084158994,8.0,0.0009100236833663596,0.2857142857142857,1.1375296042079497e-06,2.27,inf,8
74,5,GIANYAR,-23,203,31,1812,0,76,8,2091,2020-12-12,0,29,0,11,8,2051,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.42,0.02,0.0016170469085095074,8.857142857142858,0.0017903019344212405,0.2857142857142857,4.042617271273768e-06,3.63,3.0,4
75,6,BANGLI,0,16,2,850,0,35,10,901,2020-12-12,0,58,0,3,10,840,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.4,0.02,0.004494907270063019,8.571428571428571,0.003852777660054016,0.2857142857142857,8.989814540126039e-06,3.88,-0.16666666666666663,2
76,7,KLUNGKUNG,2,13,0,924,0,22,2,959,2020-12-12,0,19,0,1,2,939,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0011391273145643123,8.857142857142858,0.005044706678784813,0.2857142857142857,5.695636572821561e-06,2.29,inf,7
77,8,KARANGASEM,-2,12,2,977,0,51,0,1040,2020-12-12,0,23,0,0,0,1017,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0,7.857142857142857,0.0019234743962825884,0.2857142857142857,2.448058322541476e-06,4.9,-1.0,6
78,9,BULELENG,0,62,9,1146,0,62,9,1270,2020-12-12,0,41,0,7,9,1222,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0013934196531004363,8.428571428571429,0.0013049485640146943,0.14285714285714285,1.5482440590004848e-06,4.88,0.8,3
